Mach,CD Power-Off,CD Power-On
15.48,0.187662998,0.186844536
15.49,0.187655495,0.186838042
15.5,0.187648012,0.186831566
15.51,0.187640543,0.186825102
15.52,0.187633094,0.186818657
15.53,0.187625648,0.186812213
15.54,0.187618223,0.186805787
15.55,0.18761081,0.186799372
15.56,0.187603399,0.186792957
15.57,0.187596009,0.186786562
15.58,0.187588641,0.186780186
15.59,0.187581275,0.186773811
15.6,0.18757393,0.186767455
15.61,0.187566597,0.186761108
15.62,0.187559265,0.186754762
15.63,0.187551955,0.186748436
15.64,0.187544657,0.186742118
15.65,0.187537369,0.186735811
15.66,0.187530103,0.186729523
15.67,0.187522839,0.186723234
15.68,0.187515586,0.186716956
15.69,0.187508354,0.186710697
15.7,0.187501134,0.186704447
15.71,0.187493925,0.186698208
15.72,0.187486737,0.186691987
15.73,0.187479551,0.186685767
15.74,0.187472385,0.186679565
15.75,0.187465212,0.186673353
15.76,0.187458069,0.18666717
15.77,0.187450937,0.186660997
15.78,0.187443826,0.186654843
15.79,0.187436717,0.186648688
15.8,0.187429618,0.186642543
15.81,0.187422531,0.186636407
15.82,0.187415454,0.186630281
15.83,0.187408399,0.186624173
15.84,0.187401354,0.186618075
15.85,0.18739432,0.186611986
15.86,0.187387298,0.186605907
15.87,0.187380296,0.186599846
15.88,0.187373286,0.186593775
15.89,0.187366305,0.186587732
15.9,0.187359336,0.1865817
15.91,0.187352367,0.186575665
15.92,0.18734542,0.186569651
15.93,0.187338483,0.186563645
15.94,0.187331556,0.186557648
15.95,0.187324641,0.18655166
15.96,0.187317736,0.186545681
15.97,0.187310852,0.186539721
15.98,0.187303978,0.186533771
15.99,0.187297115,0.186527829
16,0.187290263,0.186521896
16.01,0.187283411,0.186515962
16.02,0.18727658,0.186510047
16.03,0.187269769,0.18650415
16.04,0.187262958,0.186498253
16.05,0.187256168,0.186492374
16.06,0.187249388,0.186486504
16.07,0.1872426,0.186480623
16.08,0.187235841,0.186474771
16.09,0.187229103,0.186468937
16.1,0.187222364,0.186463102
16.11,0.187215637,0.186457276
16.12,0.187208919,0.186451458
16.13,0.187202212,0.186445649
16.14,0.187195525,0.186439859
16.15,0.187188848,0.186434077
16.16,0.187182182,0.186428304
16.17,0.187175526,0.18642254
16.18,0.187168879,0.186416784
16.19,0.187162253,0.186411047
16.2,0.187155617,0.186405298
16.21,0.187149011,0.186399578
16.22,0.187142405,0.186393856
16.23,0.187135819,0.186388152
16.24,0.187129244,0.186382458
16.25,0.187122677,0.186376771
16.26,0.187116112,0.186371083
16.27,0.187109576,0.186365423
16.28,0.187103039,0.186359762
16.29,0.187096513,0.186354109
16.3,0.187090007,0.186348474
16.31,0.187083511,0.186342848
16.32,0.187077015,0.186337221
16.33,0.187070537,0.18633161
16.34,0.18706406,0.186325999
16.35,0.187057613,0.186320416
16.36,0.187051166,0.186314831
16.37,0.187044738,0.186309264
16.38,0.18703831,0.186303696
16.39,0.187031892,0.186298135
16.4,0.187025482,0.186292582
16.41,0.187019093,0.186287048
16.42,0.187012714,0.186281522
16.43,0.187006344,0.186276004
16.44,0.186999994,0.186270505
16.45,0.186993633,0.186264993
16.46,0.186987292,0.186259499
16.47,0.18698097,0.186254023
16.48,0.186974658,0.186248555
16.49,0.186968345,0.186243086
16.5,0.186962052,0.186237635
16.51,0.186955768,0.186232191
16.52,0.186949483,0.186226745
16.53,0.186943228,0.186221327
16.54,0.186936973,0.186215907
16.55,0.186930727,0.186210495
16.56,0.186924499,0.186205101
16.57,0.186918271,0.186199704
16.58,0.186912053,0.186194315
16.59,0.186905853,0.186188945
16.6,0.186899664,0.186183582
16.61,0.186893483,0.186178227
16.62,0.186887312,0.18617288
16.63,0.186881149,0.18616754
16.64,0.186875006,0.186162219
16.65,0.186868851,0.186156884
16.66,0.186862727,0.186151578
16.67,0.186856601,0.186146269
16.68,0.186850494,0.186140978
16.69,0.186844396,0.186135694
16.7,0.186838307,0.186130418
16.71,0.186832218,0.18612514
16.72,0.186826157,0.18611989
16.73,0.186820095,0.186114636
16.74,0.186814042,0.186109391
16.75,0.186808008,0.186104163
16.76,0.186801974,0.186098933
16.77,0.186795948,0.18609371
16.78,0.186789941,0.186088505
16.79,0.186783942,0.186083306
16.8,0.186777953,0.186078116
16.81,0.186771972,0.186072933
16.82,0.186766,0.186067758
16.83,0.186760037,0.18606259
16.84,0.186754083,0.18605743
16.85,0.186748137,0.186052276
16.86,0.186742211,0.186047141
16.87,0.186736283,0.186042002
16.88,0.186730373,0.18603688
16.89,0.186724473,0.186031767
16.9,0.186718571,0.18602665
16.91,0.186712687,0.186021551
16.92,0.186706823,0.18601647
16.93,0.186700956,0.186011385
16.94,0.186695098,0.186006307
16.95,0.186689259,0.186001247
16.96,0.186683419,0.185996184
16.97,0.186677587,0.185991128
16.98,0.186671773,0.185986089
16.99,0.186665958,0.185981048
17,0.186660162,0.185976024
17.01,0.186654373,0.185971006
17.02,0.186648594,0.185965997
17.03,0.186642823,0.185960994
17.04,0.18663706,0.185955998
17.05,0.186631306,0.18595101
17.06,0.18662557,0.185946038
17.07,0.186619842,0.185941073
17.08,0.186614112,0.185936105
17.09,0.186608401,0.185931155
17.1,0.186602688,0.185926202
17.11,0.186596994,0.185921266
17.12,0.186591307,0.185916336
17.13,0.18658563,0.185911414
17.14,0.18657996,0.185906498
17.15,0.186574308,0.1859016
17.16,0.186568644,0.185896687
17.17,0.186563009,0.185891802
17.18,0.186557372,0.185886914
17.19,0.186551753,0.185882044
17.2,0.186546141,0.185877179
17.21,0.186540539,0.185872322
17.22,0.186534935,0.185867462
17.23,0.186529348,0.185862618
17.24,0.186523769,0.18585778
17.25,0.186518198,0.18585295
17.26,0.186512636,0.185848127
17.27,0.186507092,0.185843321
17.28,0.186501545,0.185838511
17.29,0.186496006,0.185833708
17.3,0.186490485,0.185828921
17.31,0.186484963,0.185824132
17.32,0.186479458,0.185819359
17.33,0.186473961,0.185814592
17.34,0.186468472,0.185809833
17.35,0.18646298,0.18580507
17.36,0.186457507,0.185800324
17.37,0.186452051,0.185795594
17.38,0.186446593,0.185790861
17.39,0.186441154,0.185786144
17.4,0.186435712,0.185781424
17.41,0.186430287,0.185776721
17.42,0.18642485,0.185772004
17.43,0.186419442,0.185767314
17.44,0.18641404,0.18576263
17.45,0.186408647,0.185757953
17.46,0.186403261,0.185753282
17.47,0.186397883,0.185748618
17.48,0.186392502,0.18574395
17.49,0.186387139,0.185739299
17.5,0.186381794,0.185734664
17.51,0.186376447,0.185730026
17.52,0.186371117,0.185725404
17.53,0.186365784,0.185720778
17.54,0.186360459,0.185716159
17.55,0.186355152,0.185711556
17.56,0.186349851,0.185706959
17.57,0.186344559,0.185702369
17.58,0.186339264,0.185697775
17.59,0.186333997,0.185693208
17.6,0.186328727,0.185688637
17.61,0.186323455,0.185684062
17.62,0.186318199,0.185679503
17.63,0.186312962,0.185674961
17.64,0.186307721,0.185670415
17.65,0.186302498,0.185665885
17.66,0.186297283,0.185661362
17.67,0.186292055,0.185656824
17.68,0.186286854,0.185652314
17.69,0.18628166,0.185647808
17.7,0.186276474,0.18564331
17.71,0.186271295,0.185638817
17.72,0.186266123,0.185634331
17.73,0.186260959,0.18562985
17.74,0.186255792,0.185625367
17.75,0.186250652,0.185620908
17.76,0.186245509,0.185616446
17.77,0.186240384,0.185612001
17.78,0.186235255,0.185607551
17.79,0.186230144,0.185603117
17.8,0.186225031,0.18559868
17.81,0.186219933,0.185594258
17.82,0.186214834,0.185589833
17.83,0.186209752,0.185585424
17.84,0.186204676,0.18558102
17.85,0.186199608,0.185576623
17.86,0.186194546,0.185572231
17.87,0.186189491,0.185567845
17.88,0.186184444,0.185563466
17.89,0.186179415,0.185559103
17.9,0.186174382,0.185554735
17.91,0.186169355,0.185550373
17.92,0.186164346,0.185546028
17.93,0.186159334,0.185541678
17.94,0.186154339,0.185537344
17.95,0.18614934,0.185533006
17.96,0.186144369,0.185528694
17.97,0.186139384,0.185524367
17.98,0.186134427,0.185520067
17.99,0.186129456,0.185515752
18,0.186124502,0.185511453
18.01,0.186119555,0.18550716
18.02,0.186114616,0.185502873
18.03,0.186109692,0.185498601
18.04,0.186104766,0.185494326
18.05,0.186099856,0.185490066
18.06,0.186094933,0.185485792
18.07,0.186090037,0.185481543
18.08,0.186085147,0.1854773
18.09,0.186080265,0.185473063
18.1,0.186075389,0.185468832
18.11,0.18607052,0.185464606
18.12,0.186065647,0.185460376
18.13,0.186060792,0.185456162
18.14,0.186055943,0.185451954
18.15,0.1860511,0.185447751
18.16,0.186046264,0.185443553
18.17,0.186041445,0.185439371
18.18,0.186036623,0.185435186
18.19,0.186031807,0.185431005
18.2,0.186027008,0.18542684
18.21,0.186022205,0.185422671
18.22,0.18601742,0.185418518
18.23,0.186012639,0.185414369
18.24,0.186007867,0.185410227
18.25,0.18600308,0.185406069
18.26,0.18599832,0.185401938
18.27,0.185993567,0.185397812
18.28,0.18598883,0.185393702
18.29,0.185984089,0.185389586
18.3,0.185979356,0.185385477
18.31,0.185974628,0.185381373
18.32,0.185969907,0.185377274
18.33,0.185965192,0.18537318
18.34,0.185960494,0.185369103
18.35,0.185955803,0.185365031
18.36,0.185951107,0.185360954
18.37,0.185946428,0.185356892
18.38,0.185941745,0.185352827
18.39,0.185937069,0.185348766
18.4,0.185932419,0.18534473
18.41,0.185927755,0.185340681
18.42,0.185923118,0.185336656
18.43,0.185918477,0.185332627
18.44,0.185913832,0.185328593
18.45,0.185909204,0.185324574
18.46,0.185904582,0.185320561
18.47,0.185899965,0.185316553
18.48,0.185895366,0.18531256
18.49,0.185890762,0.185308563
18.5,0.185886175,0.185304581
18.51,0.185881584,0.185300594
18.52,0.185876999,0.185296612
18.53,0.185872431,0.185292646
18.54,0.185867868,0.185288685
18.55,0.185863312,0.185284729
18.56,0.185858762,0.185280778
18.57,0.185854207,0.185276823
18.58,0.185849669,0.185272882
18.59,0.185845138,0.185268947
18.6,0.185840612,0.185265017
18.61,0.185836092,0.185261092
18.62,0.185831579,0.185257173
18.63,0.185827071,0.185253258
18.64,0.18582257,0.185249349
18.65,0.185818084,0.185245454
18.66,0.185813595,0.185241555
18.67,0.185809121,0.185237671
18.68,0.185804644,0.185233782
18.69,0.185800183,0.185229908
18.7,0.185795717,0.18522603
18.71,0.185791268,0.185222166
18.72,0.185786824,0.185218307
18.73,0.185782387,0.185214453
18.74,0.185777955,0.185210605
18.75,0.185773529,0.185206761
18.76,0.185769099,0.185202912
18.77,0.185764685,0.185199079
18.78,0.185760277,0.18519525
18.79,0.185755885,0.185191437
18.8,0.185751489,0.185187618
18.81,0.185747098,0.185183804
18.82,0.185742724,0.185180006
18.83,0.185738335,0.185176192
18.84,0.185733972,0.185172403
18.85,0.185729615,0.185168619
18.86,0.185725254,0.18516483
18.87,0.185720908,0.185161056
18.88,0.185716568,0.185157287
18.89,0.185712224,0.185153512
18.9,0.185707896,0.185149753
18.91,0.185703563,0.185145988
18.92,0.185699257,0.185142249
18.93,0.185694945,0.185138504
18.94,0.18569064,0.185134764
18.95,0.18568634,0.185131028
18.96,0.185682036,0.185127288
18.97,0.185677758,0.185123572
18.98,0.185673475,0.185119852
18.99,0.185669198,0.185116136
19,0.185664937,0.185112435
19.01,0.185660671,0.185108728
19.02,0.185656411,0.185105027
19.03,0.185652166,0.18510134
19.04,0.185647927,0.185097657
19.05,0.185643684,0.18509397
19.06,0.185639456,0.185090298
19.07,0.185635234,0.18508663
19.08,0.185631007,0.185082957
19.09,0.185626796,0.185079298
19.1,0.185622591,0.185075644
19.11,0.185618391,0.185071995
19.12,0.185614196,0.185068351
19.13,0.185610007,0.185064711
19.14,0.185605834,0.185061086
19.15,0.185601645,0.185057445
19.16,0.185597473,0.185053819
19.17,0.185593316,0.185050208
19.18,0.185589154,0.185046592
19.19,0.185584998,0.18504298
19.2,0.185580857,0.185039382
19.21,0.185576711,0.18503578
19.22,0.185572571,0.185032182
19.23,0.185568447,0.185028598
19.24,0.185564328,0.185025019
19.25,0.185560214,0.185021445
19.26,0.185556095,0.185017865
19.27,0.185551992,0.185014299
19.28,0.185547884,0.185010729
19.29,0.185543792,0.185007173
19.3,0.185539705,0.185003621
19.31,0.185535623,0.185000074
19.32,0.185531557,0.184996541
19.33,0.185527485,0.184993003
19.34,0.185523409,0.184989459
19.35,0.185519359,0.18498594
19.36,0.185515303,0.184982415
19.37,0.185511253,0.184978895
19.38,0.185507219,0.184975389
19.39,0.185503179,0.184971878
19.4,0.185499144,0.184968371
19.41,0.185495115,0.184964868
19.42,0.185491101,0.18496138
19.43,0.185487093,0.184957896
19.44,0.185483089,0.184954417
19.45,0.18547908,0.184950932
19.46,0.185475087,0.184947462
19.47,0.185471089,0.184943986
19.48,0.185467106,0.184940524
19.49,0.185463128,0.184937067
19.5,0.185459156,0.184933614
19.51,0.185455188,0.184930165
19.52,0.185451236,0.184926731
19.53,0.185447268,0.184923281
19.54,0.185443316,0.184919845
19.55,0.185439369,0.184916414
19.56,0.185435437,0.184912997
19.57,0.1854315,0.184909574
19.58,0.185427568,0.184906156
19.59,0.185423651,0.184902751
19.6,0.185419719,0.184899332
19.61,0.185415812,0.184895936
19.62,0.18541191,0.184892545
19.63,0.185408004,0.184889148
19.64,0.185404112,0.184885765
19.65,0.185400225,0.184882386
19.66,0.185396333,0.184879002
19.67,0.185392446,0.184875622
19.68,0.185388574,0.184872256
19.69,0.185384707,0.184868894
19.7,0.185380845,0.184865536
19.71,0.185376988,0.184862183
19.72,0.185373136,0.184858834
19.73,0.185369278,0.184855479
19.74,0.185365446,0.184852148
19.75,0.185361609,0.184848812
19.76,0.185357776,0.184845479
19.77,0.185353948,0.184842151
19.78,0.185350135,0.184838836
19.79,0.185346307,0.184835506
19.8,0.185342504,0.1848322
19.81,0.185338696,0.184828889
19.82,0.185334902,0.184825591
19.83,0.185331104,0.184822287
19.84,0.18532732,0.184818998
19.85,0.185323531,0.184815702
19.86,0.185319746,0.184812411
19.87,0.185315977,0.184809134
19.88,0.185312212,0.18480586
19.89,0.185308453,0.184802591
19.9,0.185304687,0.184799316
19.91,0.185300937,0.184796055
19.92,0.185297191,0.184792798
19.93,0.185293451,0.184789545
19.94,0.185289714,0.184786296
19.95,0.185285983,0.184783051
19.96,0.185282256,0.18477981
19.97,0.185278534,0.184776573
19.98,0.185274807,0.18477333
19.99,0.185271104,0.184770111
20,0.185267396,0.184766886
20.01,0.185263693,0.184763665
20.02,0.185260004,0.184760458
20.03,0.18525631,0.184757245
20.04,0.185252621,0.184754035
20.05,0.185248936,0.18475083
20.06,0.185245266,0.184747639
20.07,0.185241591,0.184744441
20.08,0.18523793,0.184741258
20.09,0.185234264,0.184738068
20.1,0.185230612,0.184734893
20.11,0.185226955,0.184731711
20.12,0.185223312,0.184728543
20.13,0.185219674,0.184725379
20.14,0.185216041,0.184722219
20.15,0.185212412,0.184719063
20.16,0.185208778,0.1847159
20.17,0.185205158,0.184712752
20.18,0.185201543,0.184709607
20.19,0.185197932,0.184706466
20.2,0.185194326,0.184703329
20.21,0.185190724,0.184700196
20.22,0.185187137,0.184697077
20.23,0.185183544,0.184693951
20.24,0.185179946,0.18469082
20.25,0.185176362,0.184687701
20.26,0.185172793,0.184684597
20.27,0.185169218,0.184681487
20.28,0.185165647,0.18467838
20.29,0.185162091,0.184675288
20.3,0.18515853,0.184672189
20.31,0.185154973,0.184669093
20.32,0.18515143,0.184666012
20.33,0.185147892,0.184662934
20.34,0.185144348,0.18465985
20.35,0.185140818,0.18465678
20.36,0.185137293,0.184653713
20.37,0.185133752,0.18465063
20.38,0.185130236,0.184647571
20.39,0.185126724,0.184644516
20.4,0.185123216,0.184641464
20.41,0.185119713,0.184638416
20.42,0.185116214,0.184635372
20.43,0.185112709,0.184632321
20.44,0.185109219,0.184629284
20.45,0.185105733,0.184626251
20.46,0.185102261,0.184623231
20.47,0.185098783,0.184620205
20.48,0.18509531,0.184617183
20.49,0.185091831,0.184614154
20.5,0.185088377,0.184611149
20.51,0.185084916,0.184608138
20.52,0.18508146,0.18460513
20.53,0.185078018,0.184602136
20.54,0.185074571,0.184599135
20.55,0.185071137,0.184596149
20.56,0.185067688,0.184593145
20.57,0.185064263,0.184590165
20.58,0.185060832,0.184587179
20.59,0.185057416,0.184584207
20.6,0.185053994,0.184581228
20.61,0.185050586,0.184578262
20.62,0.185047172,0.18457529
20.63,0.185043772,0.184572332
20.64,0.185040376,0.184569377
20.65,0.185036985,0.184566426
20.66,0.185033598,0.184563478
20.67,0.185030214,0.184560534
20.68,0.185026825,0.184557583
20.69,0.18502344,0.184554636
20.7,0.18502008,0.184551712
20.71,0.185016713,0.184548782
20.72,0.185013351,0.184545856
20.73,0.185009992,0.184542932
20.74,0.185006638,0.184540013
20.75,0.185003278,0.184537087
20.76,0.184999932,0.184534174
20.77,0.184996599,0.184531275
20.78,0.184993261,0.184528369
20.79,0.184989927,0.184525467
20.8,0.184986608,0.184522578
20.81,0.184983282,0.184519682
20.82,0.18497996,0.18451679
20.83,0.184976642,0.184513902
20.84,0.184973338,0.184511027
20.85,0.184970029,0.184508145
20.86,0.184966733,0.184505277
20.87,0.184963441,0.184502412
20.88,0.184960134,0.184499531
20.89,0.18495685,0.184496672
20.9,0.18495356,0.184493808
20.91,0.184950284,0.184490956
20.92,0.184947012,0.184488108
20.93,0.184943744,0.184485264
20.94,0.18494047,0.184482413
20.95,0.184937211,0.184479575
20.96,0.184933955,0.18447674
20.97,0.184930703,0.184473909
20.98,0.184927454,0.184471081
20.99,0.1849242,0.184468247
21,0.18492096,0.184465426
21.01,0.184917723,0.184462608
21.02,0.184914491,0.184459794
21.03,0.184911262,0.184456983
21.04,0.184908037,0.184454175
21.05,0.184904817,0.18445137
21.06,0.18490161,0.184448579
21.07,0.184898386,0.184445771
21.08,0.184895187,0.184442987
21.09,0.184891982,0.184440195
21.1,0.18488878,0.184437407
21.11,0.184885582,0.184434622
21.12,0.184882399,0.184431851
21.13,0.184879209,0.184429073
21.14,0.184876022,0.184426298
21.15,0.18487284,0.184423526
21.16,0.184869671,0.184420767
21.17,0.184866506,0.184418012
21.18,0.184863335,0.18441525
21.19,0.184860178,0.184412501
21.2,0.184857015,0.184409746
21.21,0.184853855,0.184406993
21.22,0.184850709,0.184404254
21.23,0.184847567,0.184401518
21.24,0.184844428,0.184398785
21.25,0.184841294,0.184396056
21.26,0.184838153,0.184393319
21.27,0.184835016,0.184390586
21.28,0.184831902,0.184387876
21.29,0.184828772,0.184385149
21.3,0.184825666,0.184382445
21.31,0.184822544,0.184379725
21.32,0.184819445,0.184377028
21.33,0.184816331,0.184374313
21.34,0.184813229,0.184371612
21.35,0.184810132,0.184368914
21.36,0.184807038,0.18436622
21.37,0.184803948,0.184363528
21.38,0.184800871,0.184360849
21.39,0.184797778,0.184358154
21.4,0.184794709,0.184355482
21.41,0.184791634,0.184352802
21.42,0.184788562,0.184350126
21.43,0.184785493,0.184347453
21.44,0.184782439,0.184344793
21.45,0.184779378,0.184342126
21.46,0.18477632,0.184339463
21.47,0.184773277,0.184336812
21.48,0.184770226,0.184334155
21.49,0.18476719,0.18433151
21.5,0.184764147,0.184328859
21.51,0.184761117,0.18432622
21.52,0.184758081,0.184323575
21.53,0.184755049,0.184320932
21.54,0.18475203,0.184318303
21.55,0.184749015,0.184315677
21.56,0.184745994,0.184313044
21.57,0.184742985,0.184310424
21.58,0.184739971,0.184307796
21.59,0.18473697,0.184305182
21.6,0.184733973,0.184302571
21.61,0.184730979,0.184299963
21.62,0.184727988,0.184297358
21.63,0.184725001,0.184294756
21.64,0.184722018,0.184292157
21.65,0.184719028,0.184289551
21.66,0.184716052,0.184286957
21.67,0.184713079,0.184284367
21.68,0.184710109,0.18428178
21.69,0.184707143,0.184279196
21.7,0.184704181,0.184276614
21.71,0.184701222,0.184274036
21.72,0.184698266,0.184271461
21.73,0.184695314,0.184268888
21.74,0.184692366,0.184266319
21.75,0.184689431,0.184263762
21.76,0.184686489,0.184261199
21.77,0.18468356,0.184258648
21.78,0.184680616,0.18425608
21.79,0.184677684,0.184253525
21.8,0.184674766,0.184250983
21.81,0.184671841,0.184248434
21.82,0.18466893,0.184245898
21.83,0.184666012,0.184243355
21.84,0.184663098,0.184240815
21.85,0.184660197,0.184238287
21.86,0.184657289,0.184235753
21.87,0.184654395,0.184233231
21.88,0.184651504,0.184230712
21.89,0.184648606,0.184228186
21.9,0.184645722,0.184225673
21.91,0.184642831,0.184223153
21.92,0.184639943,0.184220635
21.93,0.184637069,0.184218131
21.94,0.184634198,0.184215629
21.95,0.184631331,0.18421313
21.96,0.184628467,0.184210634
21.97,0.184625596,0.184208131
21.98,0.184622738,0.184205641
21.99,0.184619884,0.184203153
22,0.184617033,0.184200669
22.01,0.184614185,0.184198187
22.02,0.184611341,0.184195708
22.03,0.18460849,0.184193221
22.04,0.184605652,0.184190748
22.05,0.184602817,0.184188277
22.06,0.184599986,0.184185809
22.07,0.184597158,0.184183344
22.08,0.184594333,0.184180882
22.09,0.184591522,0.184178432
22.1,0.184588694,0.184175966
22.11,0.184585879,0.184173512
22.12,0.184583067,0.18417106
22.13,0.184580268,0.184168622
22.14,0.184577463,0.184166176
22.15,0.184574661,0.184163733
22.16,0.184571862,0.184161293
22.17,0.184569066,0.184158856
22.18,0.184566284,0.184156431
22.19,0.184563495,0.184153999
22.2,0.184560709,0.18415157
22.21,0.184557936,0.184149153
22.22,0.184555166,0.184146739
22.23,0.18455238,0.184144308
22.24,0.184549616,0.1841419
22.25,0.184546856,0.184139494
22.26,0.184544089,0.184137081
22.27,0.184541335,0.184134681
22.28,0.184538575,0.184132273
22.29,0.184535817,0.184129868
22.3,0.184533073,0.184127476
22.31,0.184530331,0.184125086
22.32,0.184527593,0.184122699
22.33,0.184524848,0.184120305
22.34,0.184522116,0.184117923
22.35,0.184519378,0.184115534
22.36,0.184516652,0.184113158
22.37,0.184513929,0.184110785
22.38,0.18451121,0.184108414
22.39,0.184508494,0.184106045
22.4,0.18450577,0.18410367
22.41,0.18450306,0.184101307
22.42,0.184500353,0.184098946
22.43,0.184497639,0.184096578
22.44,0.184494948,0.184094233
22.45,0.18449225,0.184091881
22.46,0.184489556,0.184089531
22.47,0.184486864,0.184087184
22.48,0.184484165,0.184084829
22.49,0.18448148,0.184082487
22.5,0.184478797,0.184080147
22.51,0.184476127,0.184077821
22.52,0.184473451,0.184075486
22.53,0.184470777,0.184073155
22.54,0.184468107,0.184070825
22.55,0.184465439,0.184068499
22.56,0.184462775,0.184066175
22.57,0.184460123,0.184063863
22.58,0.184457465,0.184061545
22.59,0.184454809,0.184059228
22.6,0.184452167,0.184056924
22.61,0.184449508,0.184054603
22.62,0.184446871,0.184052305
22.63,0.184444228,0.184049999
22.64,0.184441597,0.184047705
22.65,0.18443896,0.184045404
22.66,0.184436335,0.184043116
22.67,0.184433703,0.18404082
22.68,0.184431075,0.184038526
22.69,0.184428459,0.184036245
22.7,0.184425836,0.184033957
22.71,0.184423226,0.184031681
22.72,0.184420619,0.184029408
22.73,0.184418005,0.184027127
22.74,0.184415394,0.184024849
22.75,0.184412796,0.184022583
22.76,0.184410201,0.184020319
22.77,0.184407599,0.184018048
22.78,0.184405009,0.18401579
22.79,0.184402423,0.184013534
22.8,0.184399829,0.184011271
22.81,0.184397249,0.18400902
22.82,0.184394671,0.184006771
22.83,0.184392096,0.184004525
22.84,0.184389514,0.184002272
22.85,0.184386945,0.184000031
22.86,0.184384379,0.183997792
22.87,0.184381805,0.183995546
22.88,0.184379254,0.183993322
22.89,0.184376697,0.183991091
22.9,0.184374132,0.183988852
22.91,0.18437159,0.183986635
22.92,0.184369041,0.183984411
22.93,0.184366484,0.18398218
22.94,0.184363941,0.183979961
22.95,0.1843614,0.183977744
22.96,0.184358873,0.18397554
22.97,0.184356338,0.183973328
22.98,0.184353805,0.183971118
22.99,0.184351276,0.183968911
23,0.184348749,0.183966706
23.01,0.184346225,0.183964504
23.02,0.184343705,0.183962304
23.03,0.184341186,0.183960107
23.04,0.184338681,0.183957922
23.05,0.184336169,0.183955729
23.06,0.184333659,0.183953539
23.07,0.184331152,0.18395135
23.08,0.184328647,0.183949165
23.09,0.184326156,0.183946992
23.1,0.184323657,0.183944811
23.11,0.184321171,0.183942642
23.12,0.184318678,0.183940466
23.13,0.184316188,0.183938292
23.14,0.1843137,0.183936121
23.15,0.184311225,0.183933962
23.16,0.184308743,0.183931795
23.17,0.184306273,0.18392964
23.18,0.184303806,0.183927488
23.19,0.184301332,0.183925329
23.2,0.184298861,0.183923171
23.21,0.184296402,0.183921026
23.22,0.184293946,0.183918883
23.23,0.184291483,0.183916733
23.24,0.184289033,0.183914594
23.25,0.184286575,0.183912448
23.26,0.18428413,0.183910315
23.27,0.184281677,0.183908174
23.28,0.184279238,0.183906045
23.29,0.184276801,0.183903918
23.3,0.184274366,0.183901794
23.31,0.184271935,0.183899671
23.32,0.184269496,0.183897542
23.33,0.184267069,0.183895424
23.34,0.184264646,0.183893309
23.35,0.184262225,0.183891196
23.36,0.184259796,0.183889075
23.37,0.184257381,0.183886967
23.38,0.184254967,0.18388486
23.39,0.184252557,0.183882757
23.4,0.184250149,0.183880655
23.41,0.184247744,0.183878555
23.42,0.184245341,0.183876458
23.43,0.184242942,0.183874363
23.44,0.184240534,0.183872261
23.45,0.184238139,0.18387017
23.46,0.184235748,0.183868082
23.47,0.184233358,0.183865996
23.48,0.184230971,0.183863912
23.49,0.184228597,0.183861841
23.5,0.184226215,0.183859761
23.51,0.184223836,0.183857684
23.52,0.18422146,0.183855609
23.53,0.184219086,0.183853537
23.54,0.184216715,0.183851466
23.55,0.184214346,0.183849398
23.56,0.18421199,0.183847342
23.57,0.184209616,0.183845268
23.58,0.184207265,0.183843216
23.59,0.184204907,0.183841157
23.6,0.184202561,0.18383911
23.61,0.184200207,0.183837055
23.62,0.184197856,0.183835002
23.63,0.184195518,0.183832961
23.64,0.184193162,0.183830902
23.65,0.184190829,0.183828866
23.66,0.184188489,0.183826822
23.67,0.184186161,0.18382479
23.68,0.184183825,0.18382275
23.69,0.184181502,0.183820722
23.7,0.184179171,0.183818686
23.71,0.184176843,0.183816653
23.72,0.184174528,0.183814632
23.73,0.184172205,0.183812603
23.74,0.184169894,0.183810586
23.75,0.184167576,0.183808561
23.76,0.184165271,0.183806548
23.77,0.184162957,0.183804527
23.78,0.184160657,0.183802519
23.79,0.184158349,0.183800502
23.8,0.184156053,0.183798498
23.81,0.18415376,0.183796496
23.82,0.184151469,0.183794496
23.83,0.184149171,0.183792488
23.84,0.184146875,0.183790483
23.85,0.184144592,0.183788489
23.86,0.184142311,0.183786497
23.87,0.184140033,0.183784508
23.88,0.184137757,0.183782521
23.89,0.184135474,0.183780525
23.9,0.184133203,0.183778542
23.91,0.184130934,0.183776561
23.92,0.184128668,0.183774582
23.93,0.184126394,0.183772595
23.94,0.184124133,0.18377062
23.95,0.184121874,0.183768647
23.96,0.184119618,0.183766677
23.97,0.184117363,0.183764708
23.98,0.184115112,0.183762742
23.99,0.184112863,0.183760777
24,0.184110616,0.183758815
24.01,0.184108371,0.183756854
24.02,0.184106119,0.183754886
24.03,0.18410388,0.18375293
24.04,0.184101643,0.183750975
24.05,0.184099408,0.183749023
24.06,0.184097185,0.183747083
24.07,0.184094955,0.183745135
24.08,0.184092727,0.183743189
24.09,0.184090492,0.183741235
24.1,0.184088269,0.183739293
24.11,0.184086059,0.183737363
24.12,0.18408384,0.183735425
24.13,0.184081624,0.183733489
24.14,0.184079411,0.183731555
24.15,0.1840772,0.183729623
24.16,0.184074991,0.183727693
24.17,0.184072794,0.183725775
24.18,0.18407059,0.183723849
24.19,0.184068388,0.183721925
24.2,0.184066189,0.183720004
24.21,0.184063992,0.183718084
24.22,0.184061807,0.183716176
